sex,age_group,age,race,enrolled_in_school,participation_in_labor_force,employed,occupation,marital_status,own_child_under_18,own_child_under_18_type,location,survey_date,survey_date_weekday,loc_ub,model,id,uuid,place_name,arrival_time,departure_time,loc_type
female,45 to 49 years,49,"Asian alone or in combination with one or more other races, not Hispanic or Latino",False,True,True,Office and administrative support occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-05-21,Saturday,none,gpt4,2,completions_c3d309e1-fc3b-4343-b0a3-3ef3df444732,Home,12:00 AM,9:00 AM,1
female,45 to 49 years,49,"Asian alone or in combination with one or more other races, not Hispanic or Latino",False,True,True,Office and administrative support occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-05-21,Saturday,none,gpt4,2,completions_c3d309e1-fc3b-4343-b0a3-3ef3df444732,Grocery Store,9:30 AM,10:15 AM,11
female,45 to 49 years,49,"Asian alone or in combination with one or more other races, not Hispanic or Latino",False,True,True,Office and administrative support occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-05-21,Saturday,none,gpt4,2,completions_c3d309e1-fc3b-4343-b0a3-3ef3df444732,Park,10:45 AM,12:15 PM,15
female,45 to 49 years,49,"Asian alone or in combination with one or more other races, not Hispanic or Latino",False,True,True,Office and administrative support occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-05-21,Saturday,none,gpt4,2,completions_c3d309e1-fc3b-4343-b0a3-3ef3df444732,Restaurant,12:45 PM,1:45 PM,13
female,45 to 49 years,49,"Asian alone or in combination with one or more other races, not Hispanic or Latino",False,True,True,Office and administrative support occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-05-21,Saturday,none,gpt4,2,completions_c3d309e1-fc3b-4343-b0a3-3ef3df444732,Home,2:15 PM,4:00 PM,1
female,45 to 49 years,49,"Asian alone or in combination with one or more other races, not Hispanic or Latino",False,True,True,Office and administrative support occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-05-21,Saturday,none,gpt4,2,completions_c3d309e1-fc3b-4343-b0a3-3ef3df444732,Library,4:30 PM,5:30 PM,14
female,45 to 49 years,49,"Asian alone or in combination with one or more other races, not Hispanic or Latino",False,True,True,Office and administrative support occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-05-21,Saturday,none,gpt4,2,completions_c3d309e1-fc3b-4343-b0a3-3ef3df444732,Home,6:00 PM,12:00 AM,1
male,40 to 44 years,44,White alone,False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-11-17,Thursday,none,gpt4,3,completions_832b5852-5acb-4f1b-ac07-0bd94002c95a,Home,12:00 AM,9:00 AM,1
male,40 to 44 years,44,White alone,False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-11-17,Thursday,none,gpt4,3,completions_832b5852-5acb-4f1b-ac07-0bd94002c95a,Local Coffee Shop,9:30 AM,10:15 AM,13
male,40 to 44 years,44,White alone,False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-11-17,Thursday,none,gpt4,3,completions_832b5852-5acb-4f1b-ac07-0bd94002c95a,Supermarket,10:45 AM,11:30 AM,11
male,40 to 44 years,44,White alone,False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-11-17,Thursday,none,gpt4,3,completions_832b5852-5acb-4f1b-ac07-0bd94002c95a,Home,12:00 PM,2:00 PM,1
male,40 to 44 years,44,White alone,False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-11-17,Thursday,none,gpt4,3,completions_832b5852-5acb-4f1b-ac07-0bd94002c95a,Park,2:30 PM,4:00 PM,15
male,40 to 44 years,44,White alone,False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-11-17,Thursday,none,gpt4,3,completions_832b5852-5acb-4f1b-ac07-0bd94002c95a,Home,4:30 PM,11:59 PM,1
male,67 to 69 years,69,White alone,False,False,False,,,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-27,Wednesday,none,gpt4,4,completions_a3954cb9-33bf-47ff-9165-42f0bc9e9da9,Home,12:00 AM,9:00 AM,1
male,67 to 69 years,69,White alone,False,False,False,,,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-27,Wednesday,none,gpt4,4,completions_a3954cb9-33bf-47ff-9165-42f0bc9e9da9,Golden Gate Park,9:30 AM,11:30 AM,15
male,67 to 69 years,69,White alone,False,False,False,,,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-27,Wednesday,none,gpt4,4,completions_a3954cb9-33bf-47ff-9165-42f0bc9e9da9,Joe's Coffee Shop,11:45 AM,12:30 PM,13
male,67 to 69 years,69,White alone,False,False,False,,,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-27,Wednesday,none,gpt4,4,completions_a3954cb9-33bf-47ff-9165-42f0bc9e9da9,Safeway,1:00 PM,1:45 PM,11
male,67 to 69 years,69,White alone,False,False,False,,,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-27,Wednesday,none,gpt4,4,completions_a3954cb9-33bf-47ff-9165-42f0bc9e9da9,Home,2:15 PM,4:00 PM,1
male,67 to 69 years,69,White alone,False,False,False,,,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-27,Wednesday,none,gpt4,4,completions_a3954cb9-33bf-47ff-9165-42f0bc9e9da9,Local Library,4:30 PM,6:30 PM,14
male,67 to 69 years,69,White alone,False,False,False,,,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-27,Wednesday,none,gpt4,4,completions_a3954cb9-33bf-47ff-9165-42f0bc9e9da9,The Fitness Club,7:00 PM,8:00 PM,16
male,67 to 69 years,69,White alone,False,False,False,,,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-27,Wednesday,none,gpt4,4,completions_a3954cb9-33bf-47ff-9165-42f0bc9e9da9,Home,8:30 PM,11:59 PM,1
female,55 to 59 years,59,"Asian alone, not Hispanic or Latino",False,True,True,Building and grounds cleaning and maintenance occupations,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-22,Friday,none,gpt4,5,completions_20acd7fc-2420-49dc-b12f-76e931aba63d,Home,06:00 AM,07:30 AM,1
female,55 to 59 years,59,"Asian alone, not Hispanic or Latino",False,True,True,Building and grounds cleaning and maintenance occupations,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-22,Friday,none,gpt4,5,completions_20acd7fc-2420-49dc-b12f-76e931aba63d,Job Site 1,08:00 AM,12:00 PM,3
female,55 to 59 years,59,"Asian alone, not Hispanic or Latino",False,True,True,Building and grounds cleaning and maintenance occupations,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-22,Friday,none,gpt4,5,completions_20acd7fc-2420-49dc-b12f-76e931aba63d,Cafe,12:15 PM,12:45 PM,13
female,55 to 59 years,59,"Asian alone, not Hispanic or Latino",False,True,True,Building and grounds cleaning and maintenance occupations,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-22,Friday,none,gpt4,5,completions_20acd7fc-2420-49dc-b12f-76e931aba63d,Job Site 2,01:00 PM,04:00 PM,3
female,55 to 59 years,59,"Asian alone, not Hispanic or Latino",False,True,True,Building and grounds cleaning and maintenance occupations,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-22,Friday,none,gpt4,5,completions_20acd7fc-2420-49dc-b12f-76e931aba63d,Grocery Store,04:30 PM,05:00 PM,11
female,55 to 59 years,59,"Asian alone, not Hispanic or Latino",False,True,True,Building and grounds cleaning and maintenance occupations,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-04-22,Friday,none,gpt4,5,completions_20acd7fc-2420-49dc-b12f-76e931aba63d,Home,05:30 PM,11:59 PM,1
male,45 to 49 years,47,Some other race alone,False,True,True,Sales and related occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,6,completions_69a5b399-5970-4ed7-8434-c6982854b9b3,Home,06:30 AM,08:00 AM,1
male,45 to 49 years,47,Some other race alone,False,True,True,Sales and related occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,6,completions_69a5b399-5970-4ed7-8434-c6982854b9b3,Gas Station,08:15 AM,08:30 AM,11
male,45 to 49 years,47,Some other race alone,False,True,True,Sales and related occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,6,completions_69a5b399-5970-4ed7-8434-c6982854b9b3,Office,09:00 AM,12:00 PM,3
male,45 to 49 years,47,Some other race alone,False,True,True,Sales and related occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,6,completions_69a5b399-5970-4ed7-8434-c6982854b9b3,Restaurant,12:15 PM,01:00 PM,13
male,45 to 49 years,47,Some other race alone,False,True,True,Sales and related occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,6,completions_69a5b399-5970-4ed7-8434-c6982854b9b3,Office,01:15 PM,05:00 PM,3
male,45 to 49 years,47,Some other race alone,False,True,True,Sales and related occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,6,completions_69a5b399-5970-4ed7-8434-c6982854b9b3,School,05:30 PM,05:45 PM,6
male,45 to 49 years,47,Some other race alone,False,True,True,Sales and related occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,6,completions_69a5b399-5970-4ed7-8434-c6982854b9b3,Grocery Store,06:00 PM,06:45 PM,11
male,45 to 49 years,47,Some other race alone,False,True,True,Sales and related occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,6,completions_69a5b399-5970-4ed7-8434-c6982854b9b3,Home,07:15 PM,10:30 PM,1
male,40 to 44 years,41,Black or African American alone,False,True,True,Construction and extraction occupations,divorced,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-01,Wednesday,none,gpt4,7,completions_e9667166-39b5-431a-be19-1418fa4fdf77,Home,5:30 AM,6:00 AM,1
male,40 to 44 years,41,Black or African American alone,False,True,True,Construction and extraction occupations,divorced,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-01,Wednesday,none,gpt4,7,completions_e9667166-39b5-431a-be19-1418fa4fdf77,Work Site,6:45 AM,4:00 PM,3
male,40 to 44 years,41,Black or African American alone,False,True,True,Construction and extraction occupations,divorced,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-01,Wednesday,none,gpt4,7,completions_e9667166-39b5-431a-be19-1418fa4fdf77,Convenience Store,4:15 PM,4:30 PM,11
male,40 to 44 years,41,Black or African American alone,False,True,True,Construction and extraction occupations,divorced,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-01,Wednesday,none,gpt4,7,completions_e9667166-39b5-431a-be19-1418fa4fdf77,Gym,4:50 PM,6:00 PM,16
male,40 to 44 years,41,Black or African American alone,False,True,True,Construction and extraction occupations,divorced,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-01,Wednesday,none,gpt4,7,completions_e9667166-39b5-431a-be19-1418fa4fdf77,Restaurant,6:30 PM,7:15 PM,13
male,40 to 44 years,41,Black or African American alone,False,True,True,Construction and extraction occupations,divorced,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-01,Wednesday,none,gpt4,7,completions_e9667166-39b5-431a-be19-1418fa4fdf77,Home,7:45 PM,[End of Day],1
female,40 to 44 years,44,Mexican (210-220),False,True,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2017-02-27,Monday,none,gpt4,8,completions_bfc87922-d558-48d5-91f0-841dcef28626,Home,12:00 AM,9:00 AM,1
female,40 to 44 years,44,Mexican (210-220),False,True,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2017-02-27,Monday,none,gpt4,8,completions_bfc87922-d558-48d5-91f0-841dcef28626,Grocery Store,9:30 AM,10:15 AM,11
female,40 to 44 years,44,Mexican (210-220),False,True,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2017-02-27,Monday,none,gpt4,8,completions_bfc87922-d558-48d5-91f0-841dcef28626,Friend's House,10:45 AM,1:30 PM,17
female,40 to 44 years,44,Mexican (210-220),False,True,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2017-02-27,Monday,none,gpt4,8,completions_bfc87922-d558-48d5-91f0-841dcef28626,Park,1:50 PM,3:00 PM,15
female,40 to 44 years,44,Mexican (210-220),False,True,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2017-02-27,Monday,none,gpt4,8,completions_bfc87922-d558-48d5-91f0-841dcef28626,Pharmacy,3:15 PM,3:45 PM,12
female,40 to 44 years,44,Mexican (210-220),False,True,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2017-02-27,Monday,none,gpt4,8,completions_bfc87922-d558-48d5-91f0-841dcef28626,Home,4:00 PM,12:00 AM,1
female,22 to 24 years,22,White alone,False,True,False,,never married,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-09-10,Saturday,none,gpt4,9,completions_6dd0b9da-27eb-4d60-a8e9-5cae7da407e5,Home,12:00 AM,10:00 AM,1
female,22 to 24 years,22,White alone,False,True,False,,never married,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-09-10,Saturday,none,gpt4,9,completions_6dd0b9da-27eb-4d60-a8e9-5cae7da407e5,Local Coffee Shop,10:30 AM,11:30 AM,13
female,22 to 24 years,22,White alone,False,True,False,,never married,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-09-10,Saturday,none,gpt4,9,completions_6dd0b9da-27eb-4d60-a8e9-5cae7da407e5,Gym,12:00 PM,1:30 PM,16
female,22 to 24 years,22,White alone,False,True,False,,never married,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-09-10,Saturday,none,gpt4,9,completions_6dd0b9da-27eb-4d60-a8e9-5cae7da407e5,Grocery Store,2:00 PM,2:45 PM,11
female,22 to 24 years,22,White alone,False,True,False,,never married,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-09-10,Saturday,none,gpt4,9,completions_6dd0b9da-27eb-4d60-a8e9-5cae7da407e5,Home,3:15 PM,5:00 PM,1
female,22 to 24 years,22,White alone,False,True,False,,never married,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-09-10,Saturday,none,gpt4,9,completions_6dd0b9da-27eb-4d60-a8e9-5cae7da407e5,Friend's House,5:30 PM,10:00 PM,17
female,22 to 24 years,22,White alone,False,True,False,,never married,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-09-10,Saturday,none,gpt4,9,completions_6dd0b9da-27eb-4d60-a8e9-5cae7da407e5,Home,10:30 PM,11:59 PM,1
male,80 to 84 years,84,"White alone, not Hispanic or Latino",False,False,False,,widowed,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-13,Monday,none,gpt4,10,completions_fd126f0e-73cb-408a-b8b4-729161f2611a,Home,12:00 AM,8:30 AM,1
male,80 to 84 years,84,"White alone, not Hispanic or Latino",False,False,False,,widowed,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-13,Monday,none,gpt4,10,completions_fd126f0e-73cb-408a-b8b4-729161f2611a,Local Café,9:00 AM,10:00 AM,13
male,80 to 84 years,84,"White alone, not Hispanic or Latino",False,False,False,,widowed,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-13,Monday,none,gpt4,10,completions_fd126f0e-73cb-408a-b8b4-729161f2611a,Bank,10:30 AM,11:00 AM,12
male,80 to 84 years,84,"White alone, not Hispanic or Latino",False,False,False,,widowed,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-13,Monday,none,gpt4,10,completions_fd126f0e-73cb-408a-b8b4-729161f2611a,Pharmacy,11:15 AM,11:45 AM,11
male,80 to 84 years,84,"White alone, not Hispanic or Latino",False,False,False,,widowed,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-13,Monday,none,gpt4,10,completions_fd126f0e-73cb-408a-b8b4-729161f2611a,Park,12:00 PM,2:30 PM,15
male,80 to 84 years,84,"White alone, not Hispanic or Latino",False,False,False,,widowed,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-13,Monday,none,gpt4,10,completions_fd126f0e-73cb-408a-b8b4-729161f2611a,Grocery Store,3:00 PM,3:45 PM,11
male,80 to 84 years,84,"White alone, not Hispanic or Latino",False,False,False,,widowed,,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-06-13,Monday,none,gpt4,10,completions_fd126f0e-73cb-408a-b8b4-729161f2611a,Home,4:15 PM,12:00 AM,1
male,40 to 44 years,44,"White alone or in combination with one or more other races, Hispanic or Latino",False,False,False,,never married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-12-16,Friday,none,gpt4,11,completions_9092dec1-67b2-4b82-ba08-9e88818df91f,Home,12:00 AM,8:00 AM,1
male,40 to 44 years,44,"White alone or in combination with one or more other races, Hispanic or Latino",False,False,False,,never married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-12-16,Friday,none,gpt4,11,completions_9092dec1-67b2-4b82-ba08-9e88818df91f,Local Gym,8:30 AM,10:00 AM,16
male,40 to 44 years,44,"White alone or in combination with one or more other races, Hispanic or Latino",False,False,False,,never married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-12-16,Friday,none,gpt4,11,completions_9092dec1-67b2-4b82-ba08-9e88818df91f,Coffee Shop,10:15 AM,11:00 AM,13
male,40 to 44 years,44,"White alone or in combination with one or more other races, Hispanic or Latino",False,False,False,,never married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-12-16,Friday,none,gpt4,11,completions_9092dec1-67b2-4b82-ba08-9e88818df91f,Grocery Store,11:15 AM,12:30 PM,11
male,40 to 44 years,44,"White alone or in combination with one or more other races, Hispanic or Latino",False,False,False,,never married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-12-16,Friday,none,gpt4,11,completions_9092dec1-67b2-4b82-ba08-9e88818df91f,Home,1:00 PM,3:30 PM,1
male,40 to 44 years,44,"White alone or in combination with one or more other races, Hispanic or Latino",False,False,False,,never married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-12-16,Friday,none,gpt4,11,completions_9092dec1-67b2-4b82-ba08-9e88818df91f,School,4:00 PM,4:15 PM,6
male,40 to 44 years,44,"White alone or in combination with one or more other races, Hispanic or Latino",False,False,False,,never married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-12-16,Friday,none,gpt4,11,completions_9092dec1-67b2-4b82-ba08-9e88818df91f,Park,4:30 PM,5:30 PM,15
male,40 to 44 years,44,"White alone or in combination with one or more other races, Hispanic or Latino",False,False,False,,never married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-12-16,Friday,none,gpt4,11,completions_9092dec1-67b2-4b82-ba08-9e88818df91f,Home,6:00 PM,11:59 PM,1
male,62 to 64 years,62,"Taiwanese alone or in any combination (412-419) & (100-299) or (300, A01-Z99) or (400-999)",False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-10-23,Sunday,none,gpt4,12,completions_2180b82d-23e0-4f78-b457-bac9aa7febe7,Home,12:00 AM,9:30 AM,1
male,62 to 64 years,62,"Taiwanese alone or in any combination (412-419) & (100-299) or (300, A01-Z99) or (400-999)",False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-10-23,Sunday,none,gpt4,12,completions_2180b82d-23e0-4f78-b457-bac9aa7febe7,Local Park for a walk,10:00 AM,11:30 AM,16
male,62 to 64 years,62,"Taiwanese alone or in any combination (412-419) & (100-299) or (300, A01-Z99) or (400-999)",False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-10-23,Sunday,none,gpt4,12,completions_2180b82d-23e0-4f78-b457-bac9aa7febe7,Grocery Store,12:00 PM,12:45 PM,11
male,62 to 64 years,62,"Taiwanese alone or in any combination (412-419) & (100-299) or (300, A01-Z99) or (400-999)",False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-10-23,Sunday,none,gpt4,12,completions_2180b82d-23e0-4f78-b457-bac9aa7febe7,Friend's House,1:15 PM,3:30 PM,17
male,62 to 64 years,62,"Taiwanese alone or in any combination (412-419) & (100-299) or (300, A01-Z99) or (400-999)",False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-10-23,Sunday,none,gpt4,12,completions_2180b82d-23e0-4f78-b457-bac9aa7febe7,Restaurant for Lunch,3:45 PM,4:45 PM,13
male,62 to 64 years,62,"Taiwanese alone or in any combination (412-419) & (100-299) or (300, A01-Z99) or (400-999)",False,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-10-23,Sunday,none,gpt4,12,completions_2180b82d-23e0-4f78-b457-bac9aa7febe7,Home,5:30 PM,11:59 PM,1
female,22 to 24 years,24,"White alone, not Hispanic or Latino",True,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,13,completions_4631a475-db28-4bcf-81be-d8e5898790a3,Home,12:00 AM,9:00 AM,1
female,22 to 24 years,24,"White alone, not Hispanic or Latino",True,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,13,completions_4631a475-db28-4bcf-81be-d8e5898790a3,Coffee Shop,9:30 AM,10:15 AM,13
female,22 to 24 years,24,"White alone, not Hispanic or Latino",True,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,13,completions_4631a475-db28-4bcf-81be-d8e5898790a3,University Library,10:45 AM,3:00 PM,8
female,22 to 24 years,24,"White alone, not Hispanic or Latino",True,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,13,completions_4631a475-db28-4bcf-81be-d8e5898790a3,Restaurant,3:30 PM,4:30 PM,13
female,22 to 24 years,24,"White alone, not Hispanic or Latino",True,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,13,completions_4631a475-db28-4bcf-81be-d8e5898790a3,Gym,5:00 PM,6:30 PM,16
female,22 to 24 years,24,"White alone, not Hispanic or Latino",True,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,13,completions_4631a475-db28-4bcf-81be-d8e5898790a3,Grocery Store,7:00 PM,7:45 PM,11
female,22 to 24 years,24,"White alone, not Hispanic or Latino",True,False,False,,married,False,,"San Francisco-Oakland-Hayward, CA Metro Area",2016-07-19,Tuesday,none,gpt4,13,completions_4631a475-db28-4bcf-81be-d8e5898790a3,Home,8:15 PM,12:00 AM,1
female,35 to 39 years,38,"Asian alone or in combination with one or more other races  (400-499) & (100-299) or (300, A01-Z99) or (400-999)",False,True,True,Food preparation and serving related occupations,married,True,6 to 17 years only,"San Francisco-Oakland-Hayward, CA Metro Area",2016-10-20,Thursday,none,gpt4,14,completions_fe44293c-e526-47fc-ae07-6d46abb334ff,Home,6:00 AM,7:30 AM,1
