sex,age_group,age,race,enrolled_in_school,participation_in_labor_force,employed,occupation,marital_status,own_child_under_18,own_child_under_18_type,location,survey_date,survey_date_weekday,loc_ub,model,id,uuid,place_name,arrival_time,departure_time,loc_type
female,65 and 66 years,66,Some other race alone,False,False,False,,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-10,Saturday,none,llama,2,completions_c5e562ad-4ad4-4e70-be5a-1c099d4ee66e,Home,8:00 PM,11:00 PM,1
female,15 to 17 years,16,Chippewa tribal grouping alone (B67-B99),True,False,False,,never married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-07-29,Friday,none,llama,3,completions_e61d81e6-6607-4992-9d2f-894056e58861,Home,02:30 AM,07:02 AM,1
female,15 to 17 years,16,Chippewa tribal grouping alone (B67-B99),True,False,False,,never married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-07-29,Friday,none,llama,3,completions_e61d81e6-6607-4992-9d2f-894056e58861,Work,07:05 AM,07:35 AM,3
female,15 to 17 years,16,Chippewa tribal grouping alone (B67-B99),True,False,False,,never married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-07-29,Friday,none,llama,3,completions_e61d81e6-6607-4992-9d2f-894056e58861,Home,05:55 PM,08:00 PM,1
female,62 to 64 years,62,"White alone, not Hispanic or Latino",False,False,False,,divorced,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-24,Saturday,none,llama,4,completions_386305d3-64df-4726-a3cf-5fd647f7fb1d,Home,06:42 AM,09:30 AM,1
female,62 to 64 years,62,"White alone, not Hispanic or Latino",False,False,False,,divorced,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-24,Saturday,none,llama,4,completions_386305d3-64df-4726-a3cf-5fd647f7fb1d,Work,09:30 AM,05:00 PM,3
female,62 to 64 years,62,"White alone, not Hispanic or Latino",False,False,False,,divorced,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-24,Saturday,none,llama,4,completions_386305d3-64df-4726-a3cf-5fd647f7fb1d,Friend's house,05:00 PM,05:30 PM,17
female,62 to 64 years,62,"White alone, not Hispanic or Latino",False,False,False,,divorced,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-24,Saturday,none,llama,4,completions_386305d3-64df-4726-a3cf-5fd647f7fb1d,Home,05:30 PM,09:00 PM,1
female,50 to 54 years,54,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-09,Friday,none,llama,5,completions_ab46a417-39b4-43f1-bee0-302af1f04f9d,Home,05:00 AM,05:46 AM,1
female,50 to 54 years,54,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-09,Friday,none,llama,5,completions_ab46a417-39b4-43f1-bee0-302af1f04f9d,Hospital/Clinic,07:30 AM,08:20 AM,18
female,50 to 54 years,54,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-09,Friday,none,llama,5,completions_ab46a417-39b4-43f1-bee0-302af1f04f9d,Drop off to daycare,08:20 AM,08:32 AM,6
female,50 to 54 years,54,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-09,Friday,none,llama,5,completions_ab46a417-39b4-43f1-bee0-302af1f04f9d,Home,09:21 AM,17:20 PM,1
female,50 to 54 years,54,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-09,Friday,none,llama,5,completions_ab46a417-39b4-43f1-bee0-302af1f04f9d,Pick up from day care,17:20 PM,17:33 PM,6
female,50 to 54 years,54,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-09,Friday,none,llama,5,completions_ab46a417-39b4-43f1-bee0-302af1f04f9d,Hospital,18:15 PM,19:05 PM,18
female,50 to 54 years,54,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-09,Friday,none,llama,5,completions_ab46a417-39b4-43f1-bee0-302af1f04f9d,Home,19:05 PM,NA,1
male,60 and 61 years,60,White alone or in combination with one or more other races,False,False,False,,married,True,6 to 17 years only,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-01-31,Tuesday,none,llama,6,completions_28ffbe42-5fb0-450b-a559-07fe5263ef40,Home,07:30 AM,[Blank],1
male,60 and 61 years,60,White alone or in combination with one or more other races,False,False,False,,married,True,6 to 17 years only,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-01-31,Tuesday,none,llama,6,completions_28ffbe42-5fb0-450b-a559-07fe5263ef40,Work,09:35 AM,12:00 PM,3
male,60 and 61 years,60,White alone or in combination with one or more other races,False,False,False,,married,True,6 to 17 years only,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-01-31,Tuesday,none,llama,6,completions_28ffbe42-5fb0-450b-a559-07fe5263ef40,Caf\&#xE9;,12:10 PM,12:45 PM,13
male,60 and 61 years,60,White alone or in combination with one or more other races,False,False,False,,married,True,6 to 17 years only,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-01-31,Tuesday,none,llama,6,completions_28ffbe42-5fb0-450b-a559-07fe5263ef40,Work,01:00 PM,06:00 PM,3
male,60 and 61 years,60,White alone or in combination with one or more other races,False,False,False,,married,True,6 to 17 years only,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-01-31,Tuesday,none,llama,6,completions_28ffbe42-5fb0-450b-a559-07fe5263ef40,Grocery Shopping,06:45 PM,07:20 PM,11
male,60 and 61 years,60,White alone or in combination with one or more other races,False,False,False,,married,True,6 to 17 years only,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-01-31,Tuesday,none,llama,6,completions_28ffbe42-5fb0-450b-a559-07fe5263ef40,Restaurant,12:10 PM,3:00 PM,13
male,60 and 61 years,60,White alone or in combination with one or more other races,False,False,False,,married,True,6 to 17 years only,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-01-31,Tuesday,none,llama,6,completions_28ffbe42-5fb0-450b-a559-07fe5263ef40,Friends House,03:10 PM,05:45 PM,17
male,60 and 61 years,60,White alone or in combination with one or more other races,False,False,False,,married,True,6 to 17 years only,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-01-31,Tuesday,none,llama,6,completions_28ffbe42-5fb0-450b-a559-07fe5263ef40,Home,06:00 PM,07:30 PM,1
male,60 and 61 years,61,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-11-18,Friday,none,llama,7,completions_0f7a0984-e029-4252-b894-21d20e14e780,Home,6:54 AM,10:22 AM,1
male,60 and 61 years,61,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-11-18,Friday,none,llama,7,completions_0f7a0984-e029-4252-b894-21d20e14e780,Work,10:27 AM,11:30 AM,3
male,60 and 61 years,61,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-11-18,Friday,none,llama,7,completions_0f7a0984-e029-4252-b894-21d20e14e780,Work,11:34 AM,12:35 PM,8
male,60 and 61 years,61,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-11-18,Friday,none,llama,7,completions_0f7a0984-e029-4252-b894-21d20e14e780,Buy goods,12:40 PM,12:52 PM,11
male,60 and 61 years,61,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-11-18,Friday,none,llama,7,completions_0f7a0984-e029-4252-b894-21d20e14e780,Buy meals,1:03 PM,1:34 PM,13
male,60 and 61 years,61,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-11-18,Friday,none,llama,7,completions_0f7a0984-e029-4252-b894-21d20e14e780,Visit friends or relatives,5:14 PM,7:45 PM,17
male,60 and 61 years,61,"White alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-11-18,Friday,none,llama,7,completions_0f7a0984-e029-4252-b894-21d20e14e780,Attend school as a student,7:55 PM,11:55 PM,8
female,25 to 29 years,29,Two races without Some Other Race,False,True,True,Material moving occupations,never married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-15,Thursday,none,llama,8,completions_62129e45-7034-4d07-9136-a430c0e29b31,Home,05:00:00 AM,07:04:00 AM,1
female,25 to 29 years,29,Two races without Some Other Race,False,True,True,Material moving occupations,never married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-15,Thursday,none,llama,8,completions_62129e45-7034-4d07-9136-a430c0e29b31,Work,07:14:00 AM,[Time skipped],3
female,25 to 29 years,29,Two races without Some Other Race,False,True,True,Material moving occupations,never married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-15,Thursday,none,llama,8,completions_62129e45-7034-4d07-9136-a430c0e29b31,Home,08:41:00 PM,05:00:00 AM,1
male,70 to 74 years,73,"White alone, not Hispanic or Latino",False,True,True,Office and administrative support occupations,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-30,Friday,none,llama,9,completions_206885ae-2c7b-49bb-b31e-d96f564598b8,Home,06:00 AM,07:00 AM,1
male,70 to 74 years,73,"White alone, not Hispanic or Latino",False,True,True,Office and administrative support occupations,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-30,Friday,none,llama,9,completions_206885ae-2c7b-49bb-b31e-d96f564598b8,Work,07:00 AM,08:00 PM,3
male,70 to 74 years,73,"White alone, not Hispanic or Latino",False,True,True,Office and administrative support occupations,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-30,Friday,none,llama,9,completions_206885ae-2c7b-49bb-b31e-d96f564598b8,Home,08:00 PM,,1
male,70 to 74 years,73,"White alone, not Hispanic or Latino",False,True,True,Office and administrative support occupations,,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-30,Friday,none,llama,9,completions_206885ae-2c7b-49bb-b31e-d96f564598b8,Church,11:00 AM,1:35 PM,9
female,30 to 34 years,32,"Black or African American alone, not Hispanic or Latino",False,True,True,Transportation occupations,never married,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-04-25,Tuesday,none,llama,10,completions_14e635d8-bc86-4133-8d35-af0e8e229b7c,[Place Name],[HH:MM AM/PM],[HH:MM AM/PM],[Location Type]
female,30 to 34 years,32,"Black or African American alone, not Hispanic or Latino",False,True,True,Transportation occupations,never married,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-04-25,Tuesday,none,llama,10,completions_14e635d8-bc86-4133-8d35-af0e8e229b7c,Home,07:30,14:45,1
female,30 to 34 years,32,"Black or African American alone, not Hispanic or Latino",False,True,True,Transportation occupations,never married,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-04-25,Tuesday,none,llama,10,completions_14e635d8-bc86-4133-8d35-af0e8e229b7c,Nutrition and Food Science Research,14:45,16:00,12
female,30 to 34 years,32,"Black or African American alone, not Hispanic or Latino",False,True,True,Transportation occupations,never married,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-04-25,Tuesday,none,llama,10,completions_14e635d8-bc86-4133-8d35-af0e8e229b7c,"Truck, train or other freight service or wharf",18:30,19:30,8
female,30 to 34 years,32,"Black or African American alone, not Hispanic or Latino",False,True,True,Transportation occupations,never married,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-04-25,Tuesday,none,llama,10,completions_14e635d8-bc86-4133-8d35-af0e8e229b7c,Home,19:45,01:00,1
female,40 to 44 years,43,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,never married,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-06-27,Monday,none,llama,11,completions_462ac4f4-b86f-45d8-ab32-2775da4576f9,House-Sleep,05:00 AM,09:00 AM,1
female,40 to 44 years,43,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,never married,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-06-27,Monday,none,llama,11,completions_462ac4f4-b86f-45d8-ab32-2775da4576f9,House-Sleep (work),09:00 AM,09:30 AM,2
female,40 to 44 years,43,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,never married,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-06-27,Monday,none,llama,11,completions_462ac4f4-b86f-45d8-ab32-2775da4576f9,House-Eat,09:30 AM,10:00 AM,1
female,40 to 44 years,43,"Black or African American alone or in combination with one or more other races, not Hispanic or Latino",False,False,False,,never married,,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-06-27,Monday,none,llama,11,completions_462ac4f4-b86f-45d8-ab32-2775da4576f9,Work-Trip-Nepal,10:00 AM,N/A,3
female,85 years and over,92,White in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-26,Monday,none,llama,12,completions_73beaeef-0890-4e4f-babc-0cb8e0473d59,Home,12:15 PM,12:45 PM,1
female,85 years and over,92,White in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-26,Monday,none,llama,12,completions_73beaeef-0890-4e4f-babc-0cb8e0473d59,Clinic - Doctor Visit,01:15 PM,02:20 PM,18
female,85 years and over,92,White in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-26,Monday,none,llama,12,completions_73beaeef-0890-4e4f-babc-0cb8e0473d59,Home,02:50 PM,03:00 PM,1
female,85 years and over,92,White in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-26,Monday,none,llama,12,completions_73beaeef-0890-4e4f-babc-0cb8e0473d59,CVS Pharmacy,03:45 PM,04:00 PM,13
female,85 years and over,92,White in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-12-26,Monday,none,llama,12,completions_73beaeef-0890-4e4f-babc-0cb8e0473d59,Home,04:30 PM,10:00 PM,1
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Home,00:00,07:15 AM,1
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,McDonald's,07:35,07:50,13
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Work,08:00,08:20,9
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Home,08:15,08:30,7
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Work,08:45,08:55,9
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Work,09:15,09:20,3
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Work,09:40,09:40,4
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Work,09:55,12:05 PM,3
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,McDonald's,12:10,12:30,13
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Home,01:35,08:00 PM,1
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,McDonald's,08:15,08:25,13
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Home,08:40,08:57,1
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,McDonald's,08:57,09:15,13
male,62 to 64 years,62,White alone,False,True,True,Management occupations,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-09-07,Wednesday,none,llama,13,completions_ff4dd5f0-a93b-4cb5-bd1c-d7c8cbe4b21c,Home,12:00 AM,08:00 PM,1
male,40 to 44 years,42,White alone or in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-02-16,Thursday,none,llama,14,completions_9664c70e-abd8-490b-b2b8-70079b81a264,Home,07:09 AM,07:19 AM,1
male,40 to 44 years,42,White alone or in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-02-16,Thursday,none,llama,14,completions_9664c70e-abd8-490b-b2b8-70079b81a264,Work,07:19 AM,04:06 PM,3
male,40 to 44 years,42,White alone or in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-02-16,Thursday,none,llama,14,completions_9664c70e-abd8-490b-b2b8-70079b81a264,Other general errands,02:12 PM,05:28 PM,14
male,40 to 44 years,42,White alone or in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-02-16,Thursday,none,llama,14,completions_9664c70e-abd8-490b-b2b8-70079b81a264,Recreational activity,05:30 PM,09:06 PM,15
male,40 to 44 years,42,White alone or in combination with one or more other races,False,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2017-02-16,Thursday,none,llama,14,completions_9664c70e-abd8-490b-b2b8-70079b81a264,Home,09:08 PM,05:15 AM,1
female,50 to 54 years,51,White alone,True,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-05-22,Sunday,none,llama,15,completions_76192e0e-5f18-407d-864f-18eec68b0035,Home,07:11 AM,07:34 AM,1
female,50 to 54 years,51,White alone,True,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-05-22,Sunday,none,llama,15,completions_76192e0e-5f18-407d-864f-18eec68b0035,Work,07:45 AM,08:30 AM,3
female,50 to 54 years,51,White alone,True,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-05-22,Sunday,none,llama,15,completions_76192e0e-5f18-407d-864f-18eec68b0035,Work,08:30 AM,05:00 PM,3
female,50 to 54 years,51,White alone,True,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-05-22,Sunday,none,llama,15,completions_76192e0e-5f18-407d-864f-18eec68b0035,Home,05:00 PM,05:48 PM,1
female,50 to 54 years,51,White alone,True,False,False,,married,False,,"Minneapolis-St. Paul-Bloomington, MN-WI Metro Area",2016-05-22,Sunday,none,llama,15,completions_76192e0e-5f18-407d-864f-18eec68b0035,Shop for food,05:50 PM,06:28 PM,11
