"Label (Grouping)","Oklahoma City, OK Metro Area!!Total population!!Estimate","Oklahoma City, OK Metro Area!!White alone!!Estimate","Oklahoma City, OK Metro Area!!White alone or in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!Black or African American alone!!Estimate","Oklahoma City, OK Metro Area!!Black or African American alone or in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!American Indian and Alaska Native alone!!Estimate","Oklahoma City, OK Metro Area!!American Indian tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!American Indian and Alaska Native alone or in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!American Indian tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Asian alone!!Estimate","Oklahoma City, OK Metro Area!!Asian Indian alone!!Estimate","Oklahoma City, OK Metro Area!!Chinese alone!!Estimate","Oklahoma City, OK Metro Area!!Chinese, except Taiwanese alone!!Estimate","Oklahoma City, OK Metro Area!!Filipino alone!!Estimate","Oklahoma City, OK Metro Area!!Japanese alone!!Estimate","Oklahoma City, OK Metro Area!!Korean alone!!Estimate","Oklahoma City, OK Metro Area!!Pakistani alone!!Estimate","Oklahoma City, OK Metro Area!!Thai alone!!Estimate","Oklahoma City, OK Metro Area!!Vietnamese alone!!Estimate","Oklahoma City, OK Metro Area!!Asian alone or in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!Asian Indian alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Chinese alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Chinese, except Taiwanese alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Filipino alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Japanese alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Korean alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Laotian alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Pakistani alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Thai alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Vietnamese alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Native Hawaiian and Other Pacific Islander alone!!Estimate","Oklahoma City, OK Metro Area!!Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!Polynesian alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Native Hawaiian alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Micronesian alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Some Other Race alone!!Estimate","Oklahoma City, OK Metro Area!!Some Other Race alone or in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!Burmese alone!!Estimate","Oklahoma City, OK Metro Area!!Burmese alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Two or More Races!!Estimate","Oklahoma City, OK Metro Area!!Two races with Some Other Race!!Estimate","Oklahoma City, OK Metro Area!!Two races without Some Other Race!!Estimate","Oklahoma City, OK Metro Area!!White; Black or African American!!Estimate","Oklahoma City, OK Metro Area!!White; American Indian and Alaska Native!!Estimate","Oklahoma City, OK Metro Area!!White; Asian!!Estimate","Oklahoma City, OK Metro Area!!White; Native Hawaiian and Other Pacific Islander!!Estimate","Oklahoma City, OK Metro Area!!White; Some Other Race!!Estimate","Oklahoma City, OK Metro Area!!Black or African American; American Indian and Alaska Native!!Estimate","Oklahoma City, OK Metro Area!!Black or African American; Asian!!Estimate","Oklahoma City, OK Metro Area!!American Indian and Alaska Native; Some Other Race!!Estimate","Oklahoma City, OK Metro Area!!White; Black or African American; American Indian and Alaska Native!!Estimate","Oklahoma City, OK Metro Area!!White; American Indian and Alaska Native; Asian!!Estimate","Oklahoma City, OK Metro Area!!White; American Indian and Alaska Native; Some Other Race!!Estimate","Oklahoma City, OK Metro Area!!Central American Indian tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Apache tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Blackfeet Tribe of the Blackfeet Indian Reservation of Montana alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Cheyenne tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Chickasaw tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!Chickasaw tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Choctaw tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!Choctaw tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Comanche Nation, Oklahoma tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!Comanche Nation, Oklahoma tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Creek tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!Creek tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Delaware tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Kiowa tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!Kiowa tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Navajo Nation tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Osage Tribe, Oklahoma tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Potawatomi tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!Potawatomi tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Seminole tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!Seminole tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Mexican American Indian tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!Cherokee tribal grouping alone!!Estimate","Oklahoma City, OK Metro Area!!Cherokee tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Sioux tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Hispanic or Latino (of any race)!!Estimate","Oklahoma City, OK Metro Area!!Mexican!!Estimate","Oklahoma City, OK Metro Area!!Puerto Rican!!Estimate","Oklahoma City, OK Metro Area!!Cuban!!Estimate","Oklahoma City, OK Metro Area!!Central American!!Estimate","Oklahoma City, OK Metro Area!!Guatemalan!!Estimate","Oklahoma City, OK Metro Area!!Honduran!!Estimate","Oklahoma City, OK Metro Area!!Salvadoran!!Estimate","Oklahoma City, OK Metro Area!!South American!!Estimate","Oklahoma City, OK Metro Area!!Colombian!!Estimate","Oklahoma City, OK Metro Area!!Peruvian!!Estimate","Oklahoma City, OK Metro Area!!Venezuelan!!Estimate","Oklahoma City, OK Metro Area!!Spaniard!!Estimate","Oklahoma City, OK Metro Area!!White alone, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!White alone or in combination with one or more other races, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Black or African American alone, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Black or African American alone or in combination with one or more other races, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!American Indian and Alaska Native alone, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!American Indian and Alaska Native alone or in combination with one or more other races, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Asian alone, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Asian alone or in combination with one or more other races, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Native Hawaiian and Other Pacific Islander alone, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Native Hawaiian and Other Pacific Islander alone or in combination with one or more other races, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Some Other Race alone, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Some Other Race alone or in combination with one or more other races, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Two or More Races, not Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!White alone, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!White alone or in combination with one or more other races, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Black or African American alone, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Black or African American alone or in combination with one or more other races, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!American Indian and Alaska Native alone, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!American Indian and Alaska Native alone or in combination with one or more other races, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Asian alone or in combination with one or more other races, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Some Other Race alone, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Some Other Race alone or in combination with one or more other races, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Two or More Races, Hispanic or Latino!!Estimate","Oklahoma City, OK Metro Area!!Mexican American Indian tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Sac and Fox tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!Shawnee tribal grouping alone or in any combination!!Estimate","Oklahoma City, OK Metro Area!!White in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!Black or African American in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!American Indian and Alaska Native in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!Asian in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!Native Hawaiian and Other Pacific Islander in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!Some Other Race in combination with one or more other races!!Estimate","Oklahoma City, OK Metro Area!!Three or more races with Some Other Race!!Estimate","Oklahoma City, OK Metro Area!!Three or more races without Some Other Race!!Estimate"
"        45 to 49 years","41,837","31,002","33,496","3,969","4,220","1,453","1,270","2,869","2,589","1,623","442","98","98","181","8","45","13","0","692","1,786","470","120","120","217","21","91","83","13","5","729","10","37","27","27","10","1,184","2,159","37","37","2,596","905","1,566","99","1,237","103","27","903","95","0","0","0","9","61","18","44","8","37","85","208","207","468","12","12","101","231","27","37","54","0","14","75","122","136","175","111","353","894","6","5,507","4,348","305","17","334","216","47","60","131","56","35","21","22","27,732","29,313","3,893","4,116","1,308","2,640","1,605","1,736","10","37","106","202","1,676","3,270","4,183","76","104","145","229","50","1,078","1,957","920","122","0","24","2,494","251","1,416","163","27","975","125","55"
"        50 to 54 years","39,740","29,908","32,042","3,746","3,905","1,186","1,087","2,360","2,106","1,429","177","121","121","35","44","116","53","0","693","1,569","217","140","140","40","80","152","92","53","0","742","7","39","22","22","7","1,220","2,083","16","16","2,244","849","1,381","64","1,073","122","22","839","82","13","0","0","0","14","0","23","21","16","91","248","170","365","46","56","110","123","38","35","38","4","19","61","84","0","10","0","274","694","20","4,217","3,622","65","5","198","65","83","25","127","33","9","76","66","27,569","29,027","3,738","3,897","1,127","2,287","1,429","1,569","0","22","102","279","1,558","2,339","3,015","8","8","59","73","0","1,118","1,804","686","8","13","41","2,134","159","1,174","140","32","863","14","0"
"        55 to 59 years","43,479","32,943","35,335","4,106","4,314","1,390","1,262","2,628","2,393","1,055","136","138","138","58","4","151","58","61","396","1,369","181","274","274","99","39","155","21","58","61","403","9","60","13","13","0","1,473","2,452","17","17","2,503","918","1,409","45","1,043","238","0","890","42","25","23","80","0","50","52","32","11","0","103","177","240","525","66","84","43","105","27","18","18","0","15","94","124","24","43","15","426","956","41","3,799","2,853","78","48","404","191","54","116","141","54","75","4","149","31,377","32,879","4,106","4,299","1,263","2,413","1,055","1,365","4","51","289","381","1,586","1,566","2,456","0","15","127","215","4","1,184","2,071","917","15","1","4","2,392","208","1,238","314","51","979","176","115"
"        60 and 61 years","16,080","12,554","13,372","1,578","1,660","491","442","953","888","323","95","26","26","12","0","0","9","0","171","373","95","26","26","15","18","0","0","9","0","171","0","15","0","0","0","279","603","0","0","855","313","501","15","405","37","15","305","16","13","0","30","0","11","0","13","14","0","45","79","110","182","11","11","17","38","10","0","0","0","25","47","77","0","10","19","109","303","19","995","800","41","0","25","10","0","15","49","16","12","21","45","12,108","12,683","1,578","1,648","470","915","323","373","0","15","2","85","604","446","689","0","12","21","38","0","277","518","251","19","0","0","818","82","462","50","15","324","41","30"
"        62 to 64 years","22,775","17,811","18,538","2,090","2,236","734","655","1,347","1,245","861","208","34","34","16","30","40","81","20","352","915","217","34","34","23","50","40","59","81","20","352","12","19","7","7","12","411","585","0","0","856","174","673","24","489","45","0","160","106","0","0","2","0","0","0","65","10","0","78","149","123","301","13","69","17","51","21","55","108","0","0","22","30","58","111","8","100","347","23","1,079","849","0","38","94","33","49","12","36","8","21","0","14","17,266","17,865","2,090","2,222","707","1,320","861","911","12","19","46","82","714","545","673","0","14","27","27","4","365","503","142","8","23","15","727","146","613","54","7","174","9","9"
"        65 and 66 years","13,903","11,100","11,628","1,100","1,196","223","198","561","472","401","83","65","0","3","0","8","0","0","233","478","83","74","9","3","3","8","0","0","0","233","8","11","8","8","3","496","655","0","0","575","108","416","59","243","74","0","101","37","0","7","0","0","51","0","3","2","0","31","42","60","147","7","7","14","32","27","0","0","0","0","0","9","1","1","11","50","220","0","832","649","47","6","37","37","0","0","2","2","0","0","13","10,894","11,292","1,094","1,190","212","489","401","478","8","11","24","49","438","206","336","6","6","11","72","0","472","606","137","11","0","1","528","96","338","77","3","159","51","0"
"        67 to 69 years","17,822","14,533","15,407","1,449","1,488","525","487","1,191","1,109","297","61","2","2","0","0","0","13","17","178","342","82","16","16","10","32","10","17","13","17","199","0","10","0","0","10","124","303","0","0","894","171","704","25","637","22","0","171","8","0","0","0","11","2","0","15","2","0","10","50","69","189","0","0","152","202","1","41","41","13","6","31","42","0","60","0","46","436","55","914","631","16","30","41","13","22","6","55","16","30","0","112","13,936","14,614","1,440","1,473","524","1,149","297","342","0","10","13","29","698","597","793","9","15","1","42","0","111","274","196","0","24","10","874","39","666","45","10","179","19","11"
"        70 to 74 years","25,525","21,312","22,080","1,990","2,030","569","532","1,277","1,026","571","239","96","95","23","8","0","0","25","137","597","240","96","95","23","8","0","8","0","25","137","0","0","0","0","0","275","349","0","0","808","74","734","0","698","26","0","44","10","0","0","0","0","0","14","0","4","1","58","102","80","171","23","28","86","152","11","1","1","0","74","28","49","14","14","0","99","285","33","884","687","61","19","71","0","3","68","10","10","0","0","28","20,790","21,524","1,980","1,990","538","1,246","571","597","0","0","18","28","744","522","556","10","40","31","31","0","257","321","64","0","1","8","768","40","708","26","0","74","0","0"
"        75 to 79 years","14,943","13,041","13,443","790","813","327","311","587","560","230","20","35","35","18","0","0","5","24","99","308","32","35","35","18","0","0","15","26","24","99","0","0","0","0","0","138","225","0","0","417","87","314","4","229","66","0","87","3","0","0","16","0","0","0","5","0","15","14","77","75","88","0","0","25","26","3","0","0","0","17","18","18","7","8","0","121","180","16","496","366","12","0","19","0","0","0","51","0","51","0","3","12,777","13,058","790","813","313","539","230","308","0","0","41","41","296","264","385","0","0","14","48","0","97","184","121","0","29","0","402","23","260","78","0","87","16","16"
"        80 to 84 years","9,274","7,978","8,223","604","622","210","209","431","413","185","10","4","4","0","8","31","0","0","117","197","23","4","4","0","8","31","14","13","0","117","28","40","28","28","0","7","36","0","0","262","29","220","0","220","0","0","24","0","0","0","1","0","0","0","15","47","14","26","34","43","100","0","0","5","15","0","0","0","0","0","15","25","1","1","0","30","65","0","302","224","28","13","0","0","0","0","17","0","8","9","20","7,708","7,946","604","622","210","431","167","179","28","40","0","22","255","270","277","0","0","0","0","18","7","14","7","0","4","13","245","18","221","12","12","29","13","13"
"        85 years and over","6,970","6,090","6,201","484","500","158","151","223","198","59","12","10","10","11","0","0","0","0","26","93","12","10","10","11","14","0","0","0","0","26","0","20","0","0","0","54","78","0","0","125","24","81","2","51","14","0","24","14","0","0","0","0","0","0","0","0","0","7","7","86","98","0","0","9","13","0","6","6","0","0","1","1","0","4","0","32","56","0","271","231","0","0","11","0","11","0","7","6","0","1","5","5,895","5,984","484","500","158","223","59","93","0","20","0","2","103","195","217","0","0","0","0","0","54","76","22","0","0","6","111","16","65","34","20","24","20","20"
"    Female:","713,299","501,318","561,899","73,215","90,004","26,312","23,101","59,037","52,296","23,594","4,828","3,000","2,733","1,826","865","1,361","543","644","7,537","31,965","5,561","4,459","4,184","3,337","2,717","2,649","448","620","929","9,093","532","1,631","775","635","552","22,501","40,231","454","512","65,827","16,164","44,601","9,717","24,868","5,716","442","15,012","2,928","612","583","1,984","547","938","686","589","386","592","2,487","5,538","4,429","11,581","604","1,101","1,899","5,010","613","708","1,141","381","858","1,182","1,967","774","2,033","1,025","4,850","15,375","268","94,840","74,700","2,634","588","8,245","4,431","1,228","2,010","3,097","922","738","776","1,980","450,470","493,673","71,870","86,956","22,689","51,561","23,340","31,166","454","1,369","2,119","4,991","47,517","50,848","68,226","1,345","3,048","3,623","7,476","799","20,382","35,240","18,310","1,346","436","566","60,581","16,789","32,725","8,371","1,099","17,730","5,062","3,496"
"        Under 5 years","44,978","27,559","34,903","4,922","7,499","1,500","1,315","4,781","4,379","1,037","344","72","63","98","0","23","9","90","145","2,232","418","152","143","417","159","343","46","9","100","327","0","178","75","65","28","2,126","4,229","45","56","7,834","1,725","5,216","1,718","2,266","851","90","1,575","251","40","124","259","154","109","7","61","14","70","139","511","296","992","0","69","57","522","0","22","49","38","70","133","255","43","337","123","90","851","2","10,792","8,728","310","12","919","646","59","191","230","47","60","114","142","21,858","26,859","4,684","6,813","1,168","3,795","1,011","2,002","0","97","155","441","5,310","5,701","8,044","238","686","332","986","230","1,971","3,788","2,524","184","25","105","7,344","2,577","3,281","1,195","178","2,103","893","515"
"        5 to 9 years","47,914","30,439","37,409","4,968","7,319","1,933","1,758","5,443","4,995","1,173","408","74","74","59","10","6","0","0","514","2,149","504","226","226","181","300","143","0","37","57","619","75","176","84","77","70","1,967","3,545","7","7","7,359","1,337","5,406","1,694","2,699","675","29","1,274","257","52","21","130","45","181","71","46","10","58","229","516","383","1,311","63","141","99","255","34","66","142","0","29","105","239","86","173","63","381","1,343","0","10,435","8,354","291","77","618","306","178","99","343","160","49","81","456","24,547","29,431","4,754","6,904","1,643","4,346","1,153","2,078","56","147","137","308","5,189","5,892","7,978","214","415","290","1,097","71","1,830","3,237","2,170","93","62","1","6,970","2,351","3,510","976","101","1,578","616","375"
"        10 to 14 years","48,543","30,092","36,268","5,451","7,913","2,332","1,863","5,023","4,222","1,391","194","336","290","45","19","77","15","0","522","2,380","331","550","499","201","219","207","13","38","5","649","38","129","58","33","53","2,481","4,200","75","75","6,758","1,627","4,589","1,678","1,797","657","13","1,489","291","140","93","259","79","44","138","7","43","48","196","514","436","1,082","38","68","154","345","78","45","84","0","55","95","163","95","184","232","455","1,241","0","10,990","9,120","255","16","1,108","628","161","257","187","51","44","0","54","24,044","28,487","5,326","7,559","1,744","4,028","1,349","2,267","27","100","180","446","4,883","6,048","7,781","125","354","588","995","113","2,301","3,754","1,875","247","12","35","6,176","2,462","2,691","989","91","1,719","542","450"
"        15 to 17 years","28,463","17,496","21,427","3,175","4,443","1,387","1,029","3,117","2,507","982","233","112","112","22","3","63","29","2","329","1,429","303","297","297","66","72","161","46","29","2","563","3","60","12","12","45","1,257","2,577","7","7","4,163","1,184","2,568","780","1,235","313","53","1,169","140","43","11","192","16","86","45","0","0","63","100","238","175","561","27","61","119","206","14","26","47","29","25","72","115","64","113","106","277","720","0","5,680","4,790","132","6","240","139","24","66","242","0","214","16","127","14,889","17,461","3,076","4,179","967","2,388","976","1,358","3","57","120","289","2,752","2,607","3,966","99","264","420","729","71","1,137","2,288","1,411","176","39","10","3,931","1,268","1,730","447","57","1,320","411","275"
"        18 and 19 years","18,683","11,716","13,968","2,275","2,901","888","763","2,005","1,685","666","86","64","64","28","5","18","12","7","325","970","98","77","77","68","111","37","20","12","7","454","0","0","0","0","0","814","1,481","46","46","2,324","590","1,425","428","760","185","0","570","42","10","17","126","86","77","56","0","0","0","84","199","72","205","0","22","54","192","38","12","12","81","58","43","132","10","101","0","209","482","20","3,451","2,706","50","0","417","294","5","111","36","29","0","0","33","9,984","11,413","2,255","2,806","814","1,688","666","959","0","0","32","32","1,481","1,732","2,555","20","95","74","317","11","782","1,449","843","14","10","13","2,252","626","1,117","304","0","667","309","232"
"        20 years","11,219","6,936","8,180","1,525","1,956","328","248","1,033","839","341","119","5","5","42","0","0","35","0","132","509","137","72","72","60","36","4","0","35","3","157","12","31","5","5","23","735","937","0","0","1,342","202","1,067","276","543","147","3","202","89","4","0","50","0","0","0","62","3","74","10","96","35","163","7","22","4","99","0","0","0","0","67","0","0","0","27","18","10","192","0","1,880","1,495","41","0","206","120","30","51","17","0","5","12","9","6,070","7,020","1,481","1,876","211","849","341","500","0","14","193","193","1,043","866","1,160","44","80","117","184","9","542","744","299","27","11","64","1,244","431","705","168","19","202","73","73"
"        21 years","9,801","6,424","7,479","759","1,203","434","416","1,075","954","564","107","122","122","18","8","11","31","0","247","648","107","122","122","48","18","11","0","31","0","259","20","26","6","6","20","391","711","0","0","1,209","320","757","201","361","64","0","297","131","0","23","112","14","0","0","0","0","17","70","194","64","170","0","0","63","195","0","8","8","22","0","27","42","6","83","0","66","178","0","1,749","1,266","25","0","206","33","71","68","129","0","0","129","0","5,324","6,124","746","1,190","398","1,016","556","640","11","17","86","128","931","1,100","1,355","13","13","36","59","8","305","583","278","0","8","0","1,055","444","641","84","6","320","132","132"
"        22 to 24 years","28,964","18,584","21,542","3,698","4,572","1,421","1,166","2,868","2,580","1,070","153","258","258","85","37","65","13","23","212","1,401","192","343","343","170","127","87","33","13","23","289","46","86","67","61","19","968","1,931","67","67","3,177","939","2,035","524","1,128","203","27","873","153","0","0","84","7","24","37","12","21","0","154","323","176","590","92","99","118","366","9","53","53","14","101","10","12","22","47","94","149","665","0","4,738","3,657","153","25","674","274","69","301","102","35","16","6","22","16,165","18,134","3,634","4,422","1,156","2,520","1,049","1,377","38","78","28","86","2,156","2,419","3,408","64","150","265","348","24","940","1,845","1,021","94","19","61","2,958","874","1,447","331","40","963","203","179"
"        25 to 29 years","51,223","34,423","39,134","5,846","7,085","1,993","1,741","4,481","4,106","1,743","330","256","245","189","57","82","55","31","502","2,738","330","453","439","352","159","129","33","55","100","814","41","231","72","69","64","2,041","2,879","43","51","5,136","824","4,123","880","2,121","678","93","794","164","50","3","45","9","14","60","48","78","50","199","318","365","1,058","33","54","71","397","20","6","19","3","95","123","192","34","144","92","347","1,202","37","7,513","5,659","301","80","680","317","112","236","282","75","91","95","133","30,086","33,845","5,764","6,942","1,722","4,047","1,724","2,698","41","199","219","308","4,154","4,337","5,289","82","143","271","434","40","1,822","2,571","982","92","27","143","4,711","1,239","2,488","995","190","838","189","175"
"        30 to 34 years","50,868","35,276","39,153","5,565","6,413","2,092","1,777","4,357","3,852","1,994","520","334","278","170","21","191","45","14","386","2,623","535","392","336","341","192","347","46","62","31","481","101","157","96","83","51","1,610","2,941","32","71","4,230","1,119","2,595","382","1,525","462","19","975","187","11","87","161","110","173","73","89","74","23","236","312","388","792","31","62","73","332","130","185","232","36","16","49","96","54","196","101","310","952","26","6,974","5,461","116","155","677","370","47","173","206","83","20","103","133","31,605","34,346","5,498","6,301","1,643","3,581","1,960","2,577","101","153","106","284","2,981","3,671","4,807","67","112","449","776","46","1,504","2,657","1,249","114","0","8","3,877","848","2,265","629","56","1,331","516","304"
"        35 to 39 years","50,603","35,272","39,455","5,151","5,959","1,796","1,698","4,027","3,643","2,070","495","231","180","139","124","75","21","62","589","2,794","532","320","269","171","469","197","12","21","81","657","62","141","66","49","75","1,637","3,143","77","77","4,615","1,404","2,950","294","1,826","466","41","1,295","206","84","24","90","12","21","35","25","31","0","151","391","489","1,028","43","88","183","306","82","56","66","36","45","81","118","45","91","0","291","1,074","43","6,655","5,174","208","31","623","428","133","57","236","93","52","68","134","31,584","34,613","5,035","5,763","1,626","3,722","2,046","2,714","62","141","181","649","3,414","3,688","4,842","116","196","170","305","80","1,456","2,494","1,201","11","23","22","4,183","808","2,231","724","79","1,506","261","159"
"        40 to 44 years","44,140","31,456","34,398","4,319","5,282","1,486","1,350","3,693","3,195","1,857","548","291","258","184","18","135","62","81","442","2,420","657","320","287","342","45","216","38","62","141","465","31","120","88","31","27","1,255","2,208","0","0","3,736","837","2,659","293","1,486","381","0","599","379","108","147","62","0","116","77","51","13","28","148","394","233","635","44","84","112","285","71","2","140","3","33","44","56","30","83","44","392","884","27","5,915","4,533","61","25","503","271","57","121","310","99","44","3","307","27,720","29,902","4,179","5,081","1,396","3,401","1,857","2,420","23","85","152","373","2,898","3,736","4,496","140","201","90","292","0","1,103","1,835","838","95","89","0","2,942","963","2,207","563","89","953","240","124"
"        45 to 49 years","41,599","29,488","32,092","4,511","4,789","1,583","1,476","3,030","2,764","1,809","368","243","243","120","71","123","45","40","575","2,075","398","329","329","157","158","189","20","45","56","653","46","121","52","50","21","1,381","2,329","19","19","2,781","929","1,802","129","1,274","173","49","929","109","24","0","6","14","19","8","58","17","44","103","278","237","507","24","47","139","320","57","73","119","38","52","75","82","80","153","83","282","821","14","4,656","3,521","186","43","621","334","141","97","150","49","32","0","66","27,198","28,916","4,423","4,701","1,493","2,860","1,809","2,061","42","117","83","206","1,895","2,290","3,176","88","88","90","170","14","1,298","2,123","886","94","28","28","2,604","278","1,447","266","75","948","50","31"
"        50 to 54 years","40,171","29,914","31,686","4,032","4,358","1,512","1,372","2,732","2,410","1,681","130","191","168","204","110","105","86","39","643","1,814","147","218","195","246","140","105","23","86","51","666","21","56","15","15","12","1,110","1,547","27","27","1,901","411","1,380","138","1,041","80","6","411","76","14","0","77","0","5","0","49","17","22","206","305","305","573","7","22","61","193","12","12","16","11","45","55","107","16","68","6","368","772","35","3,861","2,953","83","0","219","88","41","28","229","21","73","82","110","27,647","29,025","4,032","4,347","1,338","2,518","1,666","1,799","14","49","106","173","1,507","2,267","2,661","0","11","174","214","15","1,004","1,374","394","11","3","6","1,772","326","1,220","133","35","437","110","84"
"        55 to 59 years","44,519","33,812","35,805","4,508","4,874","1,284","1,126","2,630","2,319","1,671","218","148","121","172","6","122","76","31","620","1,898","242","265","238","193","88","156","81","76","31","649","24","51","46","46","16","957","1,656","0","0","2,263","684","1,466","65","1,052","134","6","623","166","32","33","61","0","15","14","17","15","10","117","225","191","574","3","11","118","187","8","91","91","33","0","39","47","65","65","32","318","911","34","3,149","2,631","64","61","139","34","52","5","87","43","20","22","48","32,173","33,621","4,499","4,830","1,213","2,450","1,656","1,870","24","51","148","314","1,657","1,639","2,184","9","44","71","180","28","809","1,342","606","40","6","7","1,993","366","1,346","227","27","699","113","98"
"        60 and 61 years","16,995","13,069","14,241","1,454","1,638","566","514","1,167","1,006","278","15","27","27","24","9","50","0","0","123","338","23","35","35","24","13","89","0","0","0","123","12","12","0","0","12","365","906","0","0","1,251","529","666","51","478","58","0","529","77","0","0","44","0","0","0","15","0","17","84","109","45","100","0","25","112","122","9","21","24","0","0","10","10","0","10","2","106","370","0","1,420","1,097","85","0","103","51","7","36","55","21","8","26","2","12,488","13,155","1,438","1,622","564","1,136","278","338","12","12","49","114","746","581","1,086","16","16","2","31","0","316","792","505","25","10","0","1,172","184","601","60","0","541","56","44"
"        62 to 64 years","25,542","19,760","20,988","2,467","2,689","1,031","988","1,984","1,777","685","119","42","32","87","14","103","9","29","231","740","135","53","43","95","36","103","3","9","29","239","0","7","4","4","3","291","570","0","0","1,308","267","920","36","755","45","4","267","77","0","0","102","0","12","5","25","17","33","106","191","84","236","59","74","60","268","25","7","12","11","57","61","70","62","68","0","142","645","10","1,033","784","66","1","77","71","0","6","12","11","0","1","55","19,144","20,225","2,457","2,679","1,011","1,948","685","740","0","7","51","187","1,161","616","763","10","10","20","36","0","240","383","147","0","25","4","1,228","222","953","55","7","279","121","109"
